doc_id;datetime;text;media;alt_text;likes;reposts;replies;username;handle;user_description;user_image;user_followers;commented_post;sponsored;target;condition;sequence;item_id;version
14;13.07.26 09:15;A delicate Sawdria Rakib flower blooms under the soft light, evoking a sense of tranquility.;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37469153312.jpg;;56;5;3;User14;@user14;Sharing moments that matter;https://ui-avatars.com/api/?name=User14&size=150&background=random;14796;0;0;;pair_g1_B;6;37469153312;resample
15;02.11.26 07:30;Discover the secrets behind preparing artificial grass in Newtownabbey! 🌿 #SyntheticGrassCosts;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37460606096.jpg;;30;7;0;User15;@user15;Sharing moments that matter;https://ui-avatars.com/api/?name=User15&size=150&background=random;8794;0;0;;pair_g1_A;3;37460606096;resample
15;02.11.26 07:30;Artificial Grass Preparation Costs in Newtownabbey #Synthetic... via Artificial Grass Cost;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37460606096.jpg;;30;7;0;User15;@user15;Sharing moments that matter;https://ui-avatars.com/api/?name=User15&size=150&background=random;8794;0;0;;pair_g1_B;3;37460606096;origin
16;05.07.26 15:45;DSC_9262.jpg;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37471356942.jpg;;73;0;2;User16;@user16;Sharing moments that matter;https://ui-avatars.com/api/?name=User16&size=150&background=random;14307;0;0;;pair_g1_A;7;37471356942;origin
16;05.07.26 15:45;Capturing a moment of pure joy! 🌟 #HappyFace #Fashionista;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37471356942.jpg;;73;0;2;User16;@user16;Sharing moments that matter;https://ui-avatars.com/api/?name=User16&size=150&background=random;14307;0;0;;pair_g1_B;7;37471356942;resample
17;14.04.26 17:00;Nature's Masterpiece: The Graceful Pelican in Black & White;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37476022242.jpg;;56;1;1;User17;@user17;Sharing moments that matter;https://ui-avatars.com/api/?name=User17&size=150&background=random;2588;0;0;;pair_g1_A;16;37476022242;resample
17;14.04.26 17:00;FB_IMG_1507183110397;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37476022242.jpg;;56;1;1;User17;@user17;Sharing moments that matter;https://ui-avatars.com/api/?name=User17&size=150&background=random;2588;0;0;;pair_g1_B;16;37476022242;origin
18;20.02.26 11:45;Don t mess with Hong Kong s bo lo bao! Don t mess with Hong Kong s bo lo bao!:  food, pineapple buns;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37474100702.jpg;;29;4;2;User18;@user18;Sharing moments that matter;https://ui-avatars.com/api/?name=User18&size=150&background=random;10627;0;0;;pair_g1_A;11;37474100702;origin
18;20.02.26 11:45;Sink your teeth into Hong Kong's iconic bo lo bao - a culinary delight that's as much about tradition as it is about taste!;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37474100702.jpg;;29;4;2;User18;@user18;Sharing moments that matter;https://ui-avatars.com/api/?name=User18&size=150&background=random;10627;0;0;;pair_g1_B;11;37474100702;resample
19;13.06.26 01:30;Epic Crowd Energy at Game One! 🏟️;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37495949746.jpg;;19;3;2;User19;@user19;Sharing moments that matter;https://ui-avatars.com/api/?name=User19&size=150&background=random;12781;0;0;;pair_g1_A;8;37495949746;resample
19;13.06.26 01:30;Game One Nats Park;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37495949746.jpg;;19;3;2;User19;@user19;Sharing moments that matter;https://ui-avatars.com/api/?name=User19&size=150&background=random;12781;0;0;;pair_g1_B;8;37495949746;origin
20;02.06.26 20:15;Moth Infestation in Denbighshire #Moth #Removal #Denbighshire... via Pest Control Services;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37279975990.jpg;;84;2;3;User20;@user20;Sharing moments that matter;https://ui-avatars.com/api/?name=User20&size=150&background=random;448;0;0;;pair_g1_A;1;37279975990;origin
20;02.06.26 20:15;Unveiling the Intricate Beauty of Moths: A Close-Up Look at Nature's Artistry #Moths #Nature #CloseUp;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37279975990.jpg;;84;2;3;User20;@user20;Sharing moments that matter;https://ui-avatars.com/api/?name=User20&size=150&background=random;448;0;0;;pair_g1_B;1;37279975990;resample
1;19.08.26 14:00;Melted Masterpiece: When Art Meets Chaos;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36832521244.jpg;;48;6;0;User21;@user21;Sharing moments that matter;https://ui-avatars.com/api/?name=User21&size=150&background=random;7900;0;0;;pair_g2_A;2;36832521244;resample
1;19.08.26 14:00;9 Photo-by-[IZDESIGNER-VIET-NAM];https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36832521244.jpg;;48;6;0;User21;@user21;Sharing moments that matter;https://ui-avatars.com/api/?name=User21&size=150&background=random;7900;0;0;;pair_g2_B;2;36832521244;origin
2;28.11.26 15:00;Upgrade your packaging game with custom bubble mailers! Save up to 18% now and get a free consultation before Nov 15, 2017.;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36798644494.jpg;;83;6;4;User22;@user22;Sharing moments that matter;https://ui-avatars.com/api/?name=User22&size=150&background=random;8406;0;0;;pair_g2_A;17;36798644494;resample
2;28.11.26 15:00;Designing artwork for Bubble Mailers with 18% OFF Customizing Bubble Mailers up to 18% off with free consultation by Nov 15, 2017;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36798644494.jpg;;83;6;4;User22;@user22;Sharing moments that matter;https://ui-avatars.com/api/?name=User22&size=150&background=random;8406;0;0;;pair_g2_B;17;36798644494;origin
3;25.02.26 21:30;D-2017-10-05-1500_f;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37248864820.jpg;;39;0;1;User23;@user23;Sharing moments that matter;https://ui-avatars.com/api/?name=User23&size=150&background=random;7798;0;0;;pair_g2_A;10;37248864820;origin
3;25.02.26 21:30;Fisheye view of the sky: capturing the city's vibrant horizon!;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37248864820.jpg;;39;0;1;User23;@user23;Sharing moments that matter;https://ui-avatars.com/api/?name=User23&size=150&background=random;7798;0;0;;pair_g2_B;10;37248864820;resample
4;18.06.26 02:15;#fox https://t.co/AJYH3QZAFx from my tumblr blog;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37507881381.jpg;;61;3;4;User24;@user24;Sharing moments that matter;https://ui-avatars.com/api/?name=User24&size=150&background=random;11715;0;0;;pair_g2_A;4;37507881381;origin
4;18.06.26 02:15;#fox 🐺 Adorable fox caught in a moment of peaceful slumber! 🐾 #naturelovers #wildlife;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37507881381.jpg;;61;3;4;User24;@user24;Sharing moments that matter;https://ui-avatars.com/api/?name=User24&size=150&background=random;11715;0;0;;pair_g2_B;4;37507881381;resample
5;10.10.26 04:30;#HappyBirthday Kea! 🎉 Celebrate with a new ride from Hixson Ford of Leesville! 🚗✨;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36798517154.jpg;;57;0;2;User25;@user25;Sharing moments that matter;https://ui-avatars.com/api/?name=User25&size=150&background=random;8904;0;0;;pair_g2_A;19;36798517154;resample
5;10.10.26 04:30;#HappyBirthday to Kea from Everett Gardner at Hixson Ford of Leesville!;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36798517154.jpg;;57;0;2;User25;@user25;Sharing moments that matter;https://ui-avatars.com/api/?name=User25&size=150&background=random;8904;0;0;;pair_g2_B;19;36798517154;origin
6;24.08.26 06:15;Join the fairytale fun at the State Fair of Texas! 🎡✨ #themazz #statefairoftexas #annualtradition #gigglesgalore #texassizefun;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37493682966.jpg;;43;2;3;User26;@user26;Sharing moments that matter;https://ui-avatars.com/api/?name=User26&size=150&background=random;14821;0;0;;pair_g2_A;1;37493682966;resample
6;24.08.26 06:15;Let the madness begin!!! #themazz #statefairoftexas #statefairoftx #annualtradition #gigglesgalore #texassizefun via Instagram;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37493682966.jpg;;43;2;3;User26;@user26;Sharing moments that matter;https://ui-avatars.com/api/?name=User26&size=150&background=random;14821;0;0;;pair_g2_B;1;37493682966;origin
7;27.12.26 23:15;A quiet corner of 14th and Bucha: where past meets present.;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36833270844.jpg;;71;0;1;User27;@user27;Sharing moments that matter;https://ui-avatars.com/api/?name=User27&size=150&background=random;4104;0;0;;pair_g2_A;12;36833270844;resample
7;27.12.26 23:15;14th and Bucha;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36833270844.jpg;;71;0;1;User27;@user27;Sharing moments that matter;https://ui-avatars.com/api/?name=User27&size=150&background=random;4104;0;0;;pair_g2_B;12;36833270844;origin
8;17.08.26 12:45;Enhance your home's energy efficiency with Thermawood dual glazing technology! Reduce up to 31% heat lost through windows, 25% through ceilings, 25% through walls, and 14% through floors.;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36830903203.jpg;;36;2;0;User28;@user28;Sharing moments that matter;https://ui-avatars.com/api/?name=User28&size=150&background=random;11973;0;0;;pair_g2_A;20;36830903203;resample
8;17.08.26 12:45;Thermawood Wairarapa, Wairarapa, (06) 3795619 Thermawood Wairarapa - Find out how the 100% New Zealand made Thermawood dual glazing technology can enhance t...;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36830903203.jpg;;36;2;0;User28;@user28;Sharing moments that matter;https://ui-avatars.com/api/?name=User28&size=150&background=random;11973;0;0;;pair_g2_B;20;36830903203;origin
9;01.08.26 18:15;BONDING TIME WITH MY KIDS!;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49107343748.jpg;;64;1;0;User29;@user29;Sharing moments that matter;https://ui-avatars.com/api/?name=User29&size=150&background=random;8449;0;0;;pair_g2_A;8;49107343748;origin
9;01.08.26 18:15;Capturing the essence of our 'SCHOOL TIME' moments together! 📚✨;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49107343748.jpg;;64;1;0;User29;@user29;Sharing moments that matter;https://ui-avatars.com/api/?name=User29&size=150&background=random;8449;0;0;;pair_g2_B;8;49107343748;resample
10;08.04.26 07:15;Unlock the Secrets of Mobile Software Solutions: Expert Tips & Tricks in Bangla;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49104957233.jpg;;78;0;1;User30;@user30;Sharing moments that matter;https://ui-avatars.com/api/?name=User30&size=150&background=random;11228;0;0;;pair_g2_A;6;49104957233;resample
10;08.04.26 07:15;All Mobile Software Solution Bangla Tutorial & Tips All Mobile Software Solution Bangla Tutorial & Tips;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49104957233.jpg;;78;0;1;User30;@user30;Sharing moments that matter;https://ui-avatars.com/api/?name=User30&size=150&background=random;11228;0;0;;pair_g2_B;6;49104957233;origin
11;07.08.26 08:45;¡Celebra con estilo! 🎉 Una torta de Modelo Especial que no te puedes perder. ¿Te atreves a comerla? 🤔 #teamcorridosvip #corridosvip #ModeloEspecial #uniquecake;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37542497161.jpg;;53;7;3;User31;@user31;Sharing moments that matter;https://ui-avatars.com/api/?name=User31&size=150&background=random;6944;0;0;;pair_g2_A;16;37542497161;resample
11;07.08.26 08:45;Exacto.! 😌 Sigue a @adictosaloscorridos ➡ @teamcorridosvip ____________________ #teamcorridosvip #corridosvip #quotes #frasesvip via Instagram;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37542497161.jpg;;53;7;3;User31;@user31;Sharing moments that matter;https://ui-avatars.com/api/?name=User31&size=150&background=random;6944;0;0;;pair_g2_B;16;37542497161;origin
12;27.11.26 11:00;2019-11-20 02.04.34 1 Processed with VSCO with a4 preset;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49108236753.jpg;;64;5;3;User32;@user32;Sharing moments that matter;https://ui-avatars.com/api/?name=User32&size=150&background=random;14479;0;0;;pair_g2_A;18;49108236753;origin
12;27.11.26 11:00;A lone adventurer: 🐶 exploring the vast field under the watchful eye of nature.;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49108236753.jpg;;64;5;3;User32;@user32;Sharing moments that matter;https://ui-avatars.com/api/?name=User32&size=150&background=random;14479;0;0;;pair_g2_B;18;49108236753;resample
13;25.12.26 12:30;59d836950f18b.jpg by-[ChipVN]-Image-Uploader;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37493702046.jpg;;17;0;0;User33;@user33;Sharing moments that matter;https://ui-avatars.com/api/?name=User33&size=150&background=random;14847;0;0;;pair_g2_A;9;37493702046;origin
13;25.12.26 12:30;Unveiling the Heartache: A Manga Panel That Tugs at Your Heartstrings;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37493702046.jpg;;17;0;0;User33;@user33;Sharing moments that matter;https://ui-avatars.com/api/?name=User33&size=150&background=random;14847;0;0;;pair_g2_B;9;37493702046;resample
14;18.12.26 02:30;Raw Official Trailer #1 (2017) Horror Movie HD  Viral Newest;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37504590401.jpg;;23;0;3;User34;@user34;Sharing moments that matter;https://ui-avatars.com/api/?name=User34&size=150&background=random;10465;0;0;;pair_g2_A;11;37504590401;origin
14;18.12.26 02:30;Get ready to scream! The raw terror of the new horror movie trailer is here.;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37504590401.jpg;;23;0;3;User34;@user34;Sharing moments that matter;https://ui-avatars.com/api/?name=User34&size=150&background=random;10465;0;0;;pair_g2_B;11;37504590401;resample
15;04.02.26 12:15;A radiant smile that captures joy and warmth! 🌟;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36838624813.jpg;;17;5;2;User35;@user35;Sharing moments that matter;https://ui-avatars.com/api/?name=User35&size=150&background=random;13967;0;0;;pair_g2_A;15;36838624813;resample
15;04.02.26 12:15;IMG6227.JPG;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/36838624813.jpg;;17;5;2;User35;@user35;Sharing moments that matter;https://ui-avatars.com/api/?name=User35&size=150&background=random;13967;0;0;;pair_g2_B;15;36838624813;origin
16;01.12.26 14:45;Phil Colclough, Knox Zoo director of education and animal care, share his knowledge and handling of several snakes with the scouts. YIKES;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49106384486.jpg;;57;0;4;User36;@user36;Sharing moments that matter;https://ui-avatars.com/api/?name=User36&size=150&background=random;9900;0;0;;pair_g2_A;3;49106384486;origin
16;01.12.26 14:45;Meet Phil Colclough, Knox Zoo's snake whisperer! 🐍✨ Learn about these fascinating creatures up close.;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49106384486.jpg;;57;0;4;User36;@user36;Sharing moments that matter;https://ui-avatars.com/api/?name=User36&size=150&background=random;9900;0;0;;pair_g2_B;3;49106384486;resample
17;09.04.26 10:30;DSC_5949-2.jpg;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37506609192.jpg;;84;4;3;User37;@user37;Sharing moments that matter;https://ui-avatars.com/api/?name=User37&size=150&background=random;10195;0;0;;pair_g2_A;7;37506609192;origin
17;09.04.26 10:30;A tender moment captured between love and nature.;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/37506609192.jpg;;84;4;3;User37;@user37;Sharing moments that matter;https://ui-avatars.com/api/?name=User37&size=150&background=random;10195;0;0;;pair_g2_B;7;37506609192;resample
18;24.09.26 09:30;Our client from Pakistan sent a photo near to the Flame Towers Our client from Pakistan sent a photo near to the Flame Towers;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49104980571.jpg;;28;3;4;User38;@user38;Sharing moments that matter;https://ui-avatars.com/api/?name=User38&size=150&background=random;436;0;0;;pair_g2_A;5;49104980571;origin
18;24.09.26 09:30;Exploring the iconic Flame Towers in Baku, Azerbaijan - a stunning blend of modern architecture and cultural heritage!;https://media.githubusercontent.com/media/Lushanhr/SocialMediaExp/refs/heads/main/test_images_811/49104980571.jpg;;28;3;4;User38;@user38;Sharing moments that matter;https://ui-avatars.com/api/?name=User38&size=150&background=random;436;0;0;;pair_g2_B;5;49104980571;resample
